account_id,symbol,side,qty,timestamp
41828,TSLA,sell,242,2023-09-04 09:35:12
21140,GOOG,sell,986,2023-09-04 09:35:12
90546,TSLA,sell,26,2023-09-04 09:35:13
46291,GOOG,buy,726,2023-09-04 09:35:17
56650,PYPL,buy,441,2023-09-04 09:35:33
27869,GOOG,buy,312,2023-09-04 09:35:35
66087,FB,sell,859,2023-09-04 09:35:39
12411,MSFT,sell,964,2023-09-04 09:35:39
87091,AMZN,sell,902,2023-09-04 09:35:41
91088,PYPL,sell,974,2023-09-04 09:35:42
52127,FB,buy,703,2023-09-04 09:35:43
18102,GOOG,sell,39,2023-09-04 09:35:46
96102,AMZN,buy,251,2023-09-04 09:35:47
63132,AMZN,buy,158,2023-09-04 09:35:48
99604,PYPL,buy,546,2023-09-04 09:35:50
83100,GOOG,buy,66,2023-09-04 09:35:53
95209,GOOG,buy,952,2023-09-04 09:35:53
77658,GOOG,sell,270,2023-09-04 09:36:03
27345,TSLA,buy,282,2023-09-04 09:36:03
44370,NVDA,sell,68,2023-09-04 09:36:05
60908,PYPL,buy,542,2023-09-04 09:36:06
93439,MSFT,sell,307,2023-09-04 09:36:07
28552,GOOG,sell,528,2023-09-04 09:36:09
66184,ADBE,buy,76,2023-09-04 09:36:12
53364,FB,sell,203,2023-09-04 09:36:14
81353,PYPL,sell,473,2023-09-04 09:36:15
85548,AMZN,sell,981,2023-09-04 09:36:16
85456,MSFT,sell,319,2023-09-04 09:36:16
58046,MSFT,sell,48,2023-09-04 09:36:17
69913,GOOG,sell,958,2023-09-04 09:36:21
51593,FB,sell,674,2023-09-04 09:36:21
36448,NVDA,sell,146,2023-09-04 09:36:23
62037,NFLX,buy,194,2023-09-04 09:36:27
80997,ADBE,buy,27,2023-09-04 09:36:30
28949,NFLX,buy,454,2023-09-04 09:36:37
33862,TSLA,buy,19,2023-09-04 09:36:39
93950,PYPL,buy,566,2023-09-04 09:36:40
27978,NFLX,sell,390,2023-09-04 09:36:41
44924,TSLA,buy,488,2023-09-04 09:36:42
22130,AAPL,buy,890,2023-09-04 09:36:43
61429,FB,buy,927,2023-09-04 09:36:47
23266,AMZN,sell,403,2023-09-04 09:36:59
13081,PYPL,buy,791,2023-09-04 09:36:59
77873,ADBE,sell,548,2023-09-04 09:37:06
63949,PYPL,sell,616,2023-09-04 09:37:09
90546,ADBE,sell,811,2023-09-04 09:37:10
94041,AAPL,buy,817,2023-09-04 09:37:17
38363,AAPL,buy,722,2023-09-04 09:37:18
87639,FB,sell,55,2023-09-04 09:37:22
54353,NFLX,sell,812,2023-09-04 09:37:26
59797,FB,sell,285,2023-09-04 09:37:26
62769,AMZN,sell,138,2023-09-04 09:37:27
30853,AMZN,buy,287,2023-09-04 09:37:29
12412,AMZN,buy,535,2023-09-04 09:37:31
30220,ADBE,sell,855,2023-09-04 09:37:37
50152,AMZN,sell,522,2023-09-04 09:37:52
37608,FB,sell,339,2023-09-04 09:37:54
58100,MSFT,sell,288,2023-09-04 09:37:55
82061,NFLX,sell,668,2023-09-04 09:37:58
62037,FB,sell,82,2023-09-04 09:38:00
72138,PYPL,sell,425,2023-09-04 09:38:01
96102,AMZN,sell,374,2023-09-04 09:38:05
53547,PYPL,buy,440,2023-09-04 09:38:09
60576,NVDA,buy,415,2023-09-04 09:38:12
71285,ADBE,sell,389,2023-09-04 09:38:13
99393,TSLA,buy,631,2023-09-04 09:38:29
34682,TSLA,buy,492,2023-09-04 09:38:32
25792,GOOG,sell,877,2023-09-04 09:38:33
11185,NFLX,sell,636,2023-09-04 09:38:41
32401,TSLA,buy,194,2023-09-04 09:38:41
74198,GOOG,sell,471,2023-09-04 09:38:55
16655,MSFT,buy,850,2023-09-04 09:38:58
77658,PYPL,buy,647,2023-09-04 09:39:00
93950,PYPL,buy,860,2023-09-04 09:39:01
64944,MSFT,buy,672,2023-09-04 09:39:07
89674,MSFT,buy,814,2023-09-04 09:39:10
53770,PYPL,sell,47,2023-09-04 09:39:13
78466,AMZN,sell,603,2023-09-04 09:39:15
53951,ADBE,sell,613,2023-09-04 09:39:18
62794,AMZN,buy,55,2023-09-04 09:39:19
11861,MSFT,buy,323,2023-09-04 09:39:29
96958,TSLA,buy,109,2023-09-04 09:39:31
50152,TSLA,sell,858,2023-09-04 09:39:32
85473,AMZN,sell,13,2023-09-04 09:39:33
81353,NFLX,buy,441,2023-09-04 09:39:34
99393,NFLX,sell,915,2023-09-04 09:39:35
80724,AAPL,sell,315,2023-09-04 09:39:36
28447,AAPL,sell,233,2023-09-04 09:39:40
70822,TSLA,sell,521,2023-09-04 09:39:44
74671,NFLX,sell,720,2023-09-04 09:39:52
90742,MSFT,buy,115,2023-09-04 09:39:55
14468,TSLA,buy,292,2023-09-04 09:39:58
88449,GOOG,buy,919,2023-09-04 09:40:01
71660,MSFT,sell,515,2023-09-04 09:40:03
85456,NFLX,sell,127,2023-09-04 09:40:05
67954,GOOG,buy,782,2023-09-04 09:40:06
45628,NVDA,sell,917,2023-09-04 09:40:08
15565,TSLA,sell,140,2023-09-04 09:40:12
20115,AAPL,sell,467,2023-09-04 09:40:13
82229,PYPL,sell,69,2023-09-04 09:40:13
46291,AMZN,buy,714,2023-09-04 09:40:16
27869,TSLA,buy,932,2023-09-04 09:40:18
75540,GOOG,sell,613,2023-09-04 09:40:20
89674,NVDA,sell,933,2023-09-04 09:40:28
75647,NVDA,buy,251,2023-09-04 09:40:29
99989,NVDA,buy,781,2023-09-04 09:40:30
62769,AMZN,buy,928,2023-09-04 09:40:31
26429,NVDA,sell,314,2023-09-04 09:40:34
51688,MSFT,buy,485,2023-09-04 09:40:35
17332,FB,buy,514,2023-09-04 09:40:39
12412,PYPL,buy,671,2023-09-04 09:40:54
59886,AAPL,sell,434,2023-09-04 09:40:59
20464,FB,sell,654,2023-09-04 09:41:04
91326,NFLX,buy,43,2023-09-04 09:41:06
47411,AAPL,buy,328,2023-09-04 09:41:19
10412,NVDA,buy,782,2023-09-04 09:41:21
90546,PYPL,sell,396,2023-09-04 09:41:28
91208,FB,sell,922,2023-09-04 09:41:36
70248,TSLA,sell,401,2023-09-04 09:41:37
81353,NVDA,sell,516,2023-09-04 09:41:38
60801,MSFT,sell,821,2023-09-04 09:41:46
97218,NVDA,sell,854,2023-09-04 09:41:48
19701,GOOG,sell,716,2023-09-04 09:41:48
30974,ADBE,buy,77,2023-09-04 09:41:51
55626,NVDA,sell,320,2023-09-04 09:42:00
46857,GOOG,sell,387,2023-09-04 09:42:00
93950,ADBE,sell,58,2023-09-04 09:42:03
17143,MSFT,sell,658,2023-09-04 09:42:06
39943,TSLA,buy,255,2023-09-04 09:42:11
22396,AMZN,sell,688,2023-09-04 09:42:12
29241,TSLA,sell,911,2023-09-04 09:42:16
19191,ADBE,sell,772,2023-09-04 09:42:18
14034,NFLX,buy,54,2023-09-04 09:42:19
29996,AMZN,sell,144,2023-09-04 09:42:21
18102,FB,buy,30,2023-09-04 09:42:29
44370,TSLA,buy,267,2023-09-04 09:42:30
71507,NFLX,sell,696,2023-09-04 09:42:36
60576,AMZN,sell,718,2023-09-04 09:42:38
77445,FB,buy,214,2023-09-04 09:42:40
55931,PYPL,sell,195,2023-09-04 09:42:43
56662,GOOG,sell,612,2023-09-04 09:42:45
80997,MSFT,buy,964,2023-09-04 09:42:48
59861,MSFT,sell,286,2023-09-04 09:42:49
85356,NFLX,buy,102,2023-09-04 09:42:51
18102,GOOG,sell,951,2023-09-04 09:42:51
44370,TSLA,sell,624,2023-09-04 09:42:53
27978,PYPL,buy,250,2023-09-04 09:42:56
45925,ADBE,buy,458,2023-09-04 09:42:57
98374,TSLA,buy,289,2023-09-04 09:42:57
61632,PYPL,buy,843,2023-09-04 09:43:02
27869,NFLX,buy,294,2023-09-04 09:43:02
37608,TSLA,buy,901,2023-09-04 09:43:04
98428,GOOG,sell,251,2023-09-04 09:43:10
13081,PYPL,buy,101,2023-09-04 09:43:15
63132,ADBE,sell,459,2023-09-04 09:43:18
24308,TSLA,buy,272,2023-09-04 09:43:23
86862,ADBE,sell,455,2023-09-04 09:43:32
75540,NFLX,buy,927,2023-09-04 09:43:32
64944,FB,sell,406,2023-09-04 09:43:35
85566,FB,sell,349,2023-09-04 09:43:37
42107,ADBE,buy,383,2023-09-04 09:43:46
19170,FB,buy,293,2023-09-04 09:43:49
90855,TSLA,buy,904,2023-09-04 09:43:52
27869,GOOG,sell,312,2023-09-04 09:43:52
84060,FB,sell,626,2023-09-04 09:44:06
19191,FB,buy,437,2023-09-04 09:44:08
84417,AMZN,buy,567,2023-09-04 09:44:13
12808,FB,buy,702,2023-09-04 09:44:19
84443,PYPL,sell,17,2023-09-04 09:44:19
43114,FB,buy,873,2023-09-04 09:44:24
93950,NVDA,sell,899,2023-09-04 09:44:25
85456,ADBE,buy,850,2023-09-04 09:44:28
49984,FB,buy,74,2023-09-04 09:44:31
17143,NFLX,sell,188,2023-09-04 09:44:40
93530,NFLX,sell,53,2023-09-04 09:44:48
53126,AAPL,sell,301,2023-09-04 09:44:48
10333,MSFT,sell,973,2023-09-04 09:44:48
45925,NFLX,sell,234,2023-09-04 09:44:56
10108,AAPL,sell,534,2023-09-04 09:44:57
45082,TSLA,sell,358,2023-09-04 09:44:59
74416,ADBE,buy,408,2023-09-04 09:45:02
95954,ADBE,buy,126,2023-09-04 09:45:06
26248,MSFT,sell,848,2023-09-04 09:45:10
95879,FB,buy,995,2023-09-04 09:45:13
94896,AAPL,sell,915,2023-09-04 09:45:21
83704,MSFT,buy,963,2023-09-04 09:45:23
78778,TSLA,sell,163,2023-09-04 09:45:23
67030,TSLA,sell,460,2023-09-04 09:45:23
18994,AAPL,sell,947,2023-09-04 09:45:29
81353,NVDA,buy,516,2023-09-04 09:45:31
93347,ADBE,buy,369,2023-09-04 09:45:33
44644,TSLA,sell,274,2023-09-04 09:45:34
35802,AAPL,sell,9,2023-09-04 09:45:37
73729,GOOG,buy,478,2023-09-04 09:45:38
78466,GOOG,buy,275,2023-09-04 09:45:39
93950,NFLX,buy,843,2023-09-04 09:45:39
30853,MSFT,sell,328,2023-09-04 09:45:43
11916,NVDA,sell,697,2023-09-04 09:45:48
96897,AAPL,buy,492,2023-09-04 09:45:53
22511,TSLA,sell,201,2023-09-04 09:45:53
52647,MSFT,sell,292,2023-09-04 09:45:55
99604,GOOG,sell,568,2023-09-04 09:45:56
71660,ADBE,buy,691,2023-09-04 09:45:56
10925,PYPL,buy,664,2023-09-04 09:46:02
39402,NFLX,sell,846,2023-09-04 09:46:04
52357,FB,sell,503,2023-09-04 09:46:11
99599,AMZN,sell,572,2023-09-04 09:46:13
85456,TSLA,buy,875,2023-09-04 09:46:16
14468,NVDA,buy,577,2023-09-04 09:46:19
37794,MSFT,buy,373,2023-09-04 09:46:21
74416,FB,buy,262,2023-09-04 09:46:23
74416,PYPL,buy,452,2023-09-04 09:46:28
79598,PYPL,sell,351,2023-09-04 09:46:30
67954,MSFT,buy,541,2023-09-04 09:46:34
74671,NVDA,buy,167,2023-09-04 09:46:36
72117,AAPL,sell,415,2023-09-04 09:46:37
56662,PYPL,buy,264,2023-09-04 09:46:37
25123,NVDA,buy,708,2023-09-04 09:46:42
52709,AMZN,buy,808,2023-09-04 09:46:44
61892,AMZN,sell,121,2023-09-04 09:46:45
16119,ADBE,sell,477,2023-09-04 09:46:47
17382,NVDA,buy,721,2023-09-04 09:46:47
74198,NVDA,buy,533,2023-09-04 09:46:48
37954,PYPL,buy,724,2023-09-04 09:46:50
55428,PYPL,buy,575,2023-09-04 09:46:55
97490,GOOG,sell,347,2023-09-04 09:46:55
82860,NVDA,buy,294,2023-09-04 09:46:58
93633,MSFT,buy,851,2023-09-04 09:46:59
52533,ADBE,buy,648,2023-09-04 09:47:07
85456,GOOG,buy,740,2023-09-04 09:47:10
60801,FB,buy,160,2023-09-04 09:47:14
89718,ADBE,sell,337,2023-09-04 09:47:20
58357,MSFT,buy,475,2023-09-04 09:47:22
27555,NFLX,buy,879,2023-09-04 09:47:26
84216,GOOG,sell,653,2023-09-04 09:47:29
81353,ADBE,sell,309,2023-09-04 09:47:38
79598,NFLX,buy,989,2023-09-04 09:47:43
16119,ADBE,buy,419,2023-09-04 09:47:54
83775,NFLX,buy,252,2023-09-04 09:47:56
49082,PYPL,buy,479,2023-09-04 09:48:00
46291,TSLA,sell,996,2023-09-04 09:48:04
70934,MSFT,sell,972,2023-09-04 09:48:05
79598,GOOG,sell,511,2023-09-04 09:48:16
71285,NFLX,buy,667,2023-09-04 09:48:21
44602,ADBE,sell,305,2023-09-04 09:48:21
99393,NVDA,buy,824,2023-09-04 09:48:24
44924,PYPL,sell,430,2023-09-04 09:48:26
91088,NFLX,sell,355,2023-09-04 09:48:29
50152,GOOG,sell,730,2023-09-04 09:48:32
87775,AAPL,buy,58,2023-09-04 09:48:33
35102,AAPL,buy,226,2023-09-04 09:48:34
63860,NFLX,sell,158,2023-09-04 09:48:37
76955,TSLA,sell,829,2023-09-04 09:48:45
44602,MSFT,sell,60,2023-09-04 09:48:46
99989,PYPL,sell,108,2023-09-04 09:48:48
59386,NFLX,buy,300,2023-09-04 09:48:48
70822,FB,sell,607,2023-09-04 09:48:50
98211,MSFT,sell,465,2023-09-04 09:48:52
37954,AAPL,buy,225,2023-09-04 09:48:57
19701,NFLX,buy,518,2023-09-04 09:49:05
18764,AAPL,sell,345,2023-09-04 09:49:08
52004,NVDA,buy,453,2023-09-04 09:49:08
51688,AMZN,buy,303,2023-09-04 09:49:10
16655,AMZN,sell,449,2023-09-04 09:49:14
79598,AMZN,sell,240,2023-09-04 09:49:19
41721,NFLX,buy,421,2023-09-04 09:49:21
25792,ADBE,sell,286,2023-09-04 09:49:21
36499,AMZN,buy,315,2023-09-04 09:49:24
72080,NFLX,buy,216,2023-09-04 09:49:29
77664,TSLA,sell,790,2023-09-04 09:49:31
95879,GOOG,sell,554,2023-09-04 09:49:35
29370,NVDA,buy,141,2023-09-04 09:49:41
56599,GOOG,sell,94,2023-09-04 09:49:47
10333,NFLX,sell,384,2023-09-04 09:49:50
66875,PYPL,sell,668,2023-09-04 09:49:50
53167,AAPL,sell,890,2023-09-04 09:49:51
90209,PYPL,buy,321,2023-09-04 09:49:57
85473,AMZN,sell,57,2023-09-04 09:50:00
77286,NVDA,buy,401,2023-09-04 09:50:04
13081,NFLX,sell,914,2023-09-04 09:50:10
72117,GOOG,sell,959,2023-09-04 09:50:10
98023,PYPL,sell,15,2023-09-04 09:50:11
30079,GOOG,buy,531,2023-09-04 09:50:12
53770,GOOG,sell,204,2023-09-04 09:50:14
18823,MSFT,sell,891,2023-09-04 09:50:18
50152,GOOG,buy,791,2023-09-04 09:50:20
37936,NFLX,buy,227,2023-09-04 09:50:28
26248,PYPL,buy,827,2023-09-04 09:50:29
41207,MSFT,buy,949,2023-09-04 09:50:35
11861,ADBE,buy,542,2023-09-04 09:50:38
27869,MSFT,sell,963,2023-09-04 09:50:40
19701,GOOG,buy,380,2023-09-04 09:50:41
14034,NVDA,sell,938,2023-09-04 09:50:44
58100,AMZN,buy,327,2023-09-04 09:50:44
77445,FB,sell,743,2023-09-04 09:50:46
52398,GOOG,buy,258,2023-09-04 09:50:47
93453,NVDA,buy,340,2023-09-04 09:50:47
87091,FB,buy,418,2023-09-04 09:50:47
99989,GOOG,sell,161,2023-09-04 09:50:47
41570,FB,sell,888,2023-09-04 09:50:48
42804,GOOG,buy,309,2023-09-04 09:50:54
53547,MSFT,buy,574,2023-09-04 09:50:54
82860,TSLA,sell,419,2023-09-04 09:50:58
85456,NVDA,buy,229,2023-09-04 09:51:16
41207,AMZN,sell,655,2023-09-04 09:51:19
16655,MSFT,buy,711,2023-09-04 09:51:20
99393,GOOG,buy,529,2023-09-04 09:51:26
35102,AAPL,buy,272,2023-09-04 09:51:26
60687,NVDA,sell,612,2023-09-04 09:51:32
87530,AAPL,buy,410,2023-09-04 09:51:36
70544,ADBE,buy,590,2023-09-04 09:51:39
60908,NVDA,buy,569,2023-09-04 09:51:42
90085,NFLX,buy,93,2023-09-04 09:51:44
66184,TSLA,buy,171,2023-09-04 09:51:45
48905,MSFT,sell,392,2023-09-04 09:51:50
36448,AMZN,buy,949,2023-09-04 09:51:52
85860,MSFT,sell,855,2023-09-04 09:51:53
56662,GOOG,sell,998,2023-09-04 09:52:04
25661,NVDA,buy,458,2023-09-04 09:52:10
28949,ADBE,buy,358,2023-09-04 09:52:15
15866,AMZN,sell,38,2023-09-04 09:52:15
86122,NVDA,sell,239,2023-09-04 09:52:15
75178,AAPL,buy,784,2023-09-04 09:52:16
64087,PYPL,buy,155,2023-09-04 09:52:18
60801,GOOG,buy,651,2023-09-04 09:52:19
43910,AMZN,sell,491,2023-09-04 09:52:21
75540,TSLA,buy,254,2023-09-04 09:52:23
53547,AMZN,buy,689,2023-09-04 09:52:26
19701,AMZN,sell,366,2023-09-04 09:52:27
94896,ADBE,buy,910,2023-09-04 09:52:35
71801,AMZN,buy,151,2023-09-04 09:52:39
81353,PYPL,sell,841,2023-09-04 09:52:40
19377,GOOG,sell,847,2023-09-04 09:52:43
36448,TSLA,sell,470,2023-09-04 09:52:47
28447,AAPL,buy,780,2023-09-04 09:52:50
16124,AAPL,sell,722,2023-09-04 09:52:56
60425,NFLX,buy,937,2023-09-04 09:52:57
71660,PYPL,sell,302,2023-09-04 09:52:58
79223,ADBE,sell,523,2023-09-04 09:52:59
15929,AMZN,sell,148,2023-09-04 09:53:02
91326,PYPL,sell,441,2023-09-04 09:53:03
58357,AAPL,sell,56,2023-09-04 09:53:04
42804,ADBE,sell,452,2023-09-04 09:53:10
80724,GOOG,sell,160,2023-09-04 09:53:14
17145,GOOG,sell,729,2023-09-04 09:53:22
64944,PYPL,buy,848,2023-09-04 09:53:22
81670,MSFT,buy,765,2023-09-04 09:53:24
45294,FB,buy,337,2023-09-04 09:53:24
23266,PYPL,sell,923,2023-09-04 09:53:25
67954,GOOG,buy,849,2023-09-04 09:53:26
62245,GOOG,buy,886,2023-09-04 09:53:34
80712,NFLX,sell,987,2023-09-04 09:53:36
47789,ADBE,sell,770,2023-09-04 09:53:36
45925,ADBE,buy,687,2023-09-04 09:53:47
44644,MSFT,buy,632,2023-09-04 09:53:50
58100,NVDA,buy,980,2023-09-04 09:53:55
99989,NVDA,sell,334,2023-09-04 09:53:56
88092,MSFT,buy,596,2023-09-04 09:53:59
52436,NFLX,sell,669,2023-09-04 09:54:01
82863,MSFT,buy,937,2023-09-04 09:54:01
54277,MSFT,sell,478,2023-09-04 09:54:01
99599,GOOG,sell,207,2023-09-04 09:54:03
90742,GOOG,sell,142,2023-09-04 09:54:06
16231,ADBE,buy,287,2023-09-04 09:54:07
83704,NFLX,sell,490,2023-09-04 09:54:08
15929,AAPL,buy,851,2023-09-04 09:54:08
89325,FB,buy,609,2023-09-04 09:54:22
80997,NFLX,sell,732,2023-09-04 09:54:23
81670,ADBE,sell,34,2023-09-04 09:54:28
28447,AMZN,sell,216,2023-09-04 09:54:32
67954,NFLX,sell,303,2023-09-04 09:54:33
77664,GOOG,sell,915,2023-09-04 09:54:41
45294,PYPL,buy,764,2023-09-04 09:54:42
77220,PYPL,buy,716,2023-09-04 09:54:44
45294,AAPL,sell,893,2023-09-04 09:54:46
76192,GOOG,buy,965,2023-09-04 09:54:47
12412,FB,buy,549,2023-09-04 09:54:48
45294,AMZN,buy,743,2023-09-04 09:54:48
75519,TSLA,buy,636,2023-09-04 09:54:52
56976,ADBE,sell,887,2023-09-04 09:55:00
85456,NVDA,buy,933,2023-09-04 09:55:01
24308,TSLA,sell,616,2023-09-04 09:55:04
66661,MSFT,buy,162,2023-09-04 09:55:05
55279,PYPL,buy,471,2023-09-04 09:55:13
83399,AAPL,buy,497,2023-09-04 09:55:15
73729,NVDA,buy,22,2023-09-04 09:55:19
87400,ADBE,buy,239,2023-09-04 09:55:22
56650,MSFT,sell,994,2023-09-04 09:55:23
26991,AMZN,buy,774,2023-09-04 09:55:25
43621,TSLA,sell,176,2023-09-04 09:55:28
86122,AMZN,buy,647,2023-09-04 09:55:29
56976,AAPL,sell,966,2023-09-04 09:55:31
19701,AMZN,buy,366,2023-09-04 09:55:34
82860,ADBE,buy,438,2023-09-04 09:55:42
96102,NVDA,sell,617,2023-09-04 09:55:44
52127,TSLA,sell,816,2023-09-04 09:55:44
24647,GOOG,buy,759,2023-09-04 09:55:47
23867,MSFT,sell,303,2023-09-04 09:55:51
98428,TSLA,buy,534,2023-09-04 09:55:52
41570,MSFT,buy,167,2023-09-04 09:55:54
47411,NVDA,buy,25,2023-09-04 09:55:55
39943,TSLA,buy,868,2023-09-04 09:56:04
46857,FB,sell,659,2023-09-04 09:56:05
78466,PYPL,sell,5,2023-09-04 09:56:11
54277,MSFT,sell,927,2023-09-04 09:56:11
85532,GOOG,sell,62,2023-09-04 09:56:13
92692,ADBE,buy,743,2023-09-04 09:56:15
81353,PYPL,sell,40,2023-09-04 09:56:15
71660,TSLA,sell,871,2023-09-04 09:56:17
51688,AAPL,sell,476,2023-09-04 09:56:30
50152,AAPL,sell,979,2023-09-04 09:56:31
85371,AMZN,sell,200,2023-09-04 09:56:31
37936,GOOG,buy,302,2023-09-04 09:56:34
85807,AMZN,buy,709,2023-09-04 09:56:34
90546,AAPL,buy,784,2023-09-04 09:56:41
38017,NVDA,sell,374,2023-09-04 09:56:49
85566,NVDA,sell,498,2023-09-04 09:56:49
77664,AMZN,buy,339,2023-09-04 09:56:51
77873,NFLX,buy,594,2023-09-04 09:56:52
85356,FB,sell,7,2023-09-04 09:56:52
77286,GOOG,sell,154,2023-09-04 09:56:53
47789,GOOG,sell,118,2023-09-04 09:56:54
18645,GOOG,buy,662,2023-09-04 09:57:01
15792,AMZN,buy,693,2023-09-04 09:57:03
80610,PYPL,sell,679,2023-09-04 09:57:13
73855,TSLA,buy,450,2023-09-04 09:57:21
27345,PYPL,sell,251,2023-09-04 09:57:22
35102,AAPL,sell,141,2023-09-04 09:57:23
27869,NVDA,buy,903,2023-09-04 09:57:24
15215,PYPL,buy,897,2023-09-04 09:57:24
14288,FB,buy,90,2023-09-04 09:57:25
62794,MSFT,buy,84,2023-09-04 09:57:26
26248,FB,buy,44,2023-09-04 09:57:31
45742,PYPL,buy,20,2023-09-04 09:57:37
16686,AMZN,buy,590,2023-09-04 09:57:37
26248,GOOG,buy,656,2023-09-04 09:57:38
47789,AMZN,sell,269,2023-09-04 09:57:39
78778,ADBE,sell,102,2023-09-04 09:57:51
79598,PYPL,sell,143,2023-09-04 09:57:51
86122,AAPL,buy,610,2023-09-04 09:57:53
88740,GOOG,sell,185,2023-09-04 09:57:55
79598,AMZN,buy,754,2023-09-04 09:57:55
37247,ADBE,sell,280,2023-09-04 09:57:55
65148,PYPL,sell,460,2023-09-04 09:57:58
38175,GOOG,buy,191,2023-09-04 09:58:00
27978,AAPL,buy,645,2023-09-04 09:58:04
16231,TSLA,sell,407,2023-09-04 09:58:05
88449,NFLX,sell,607,2023-09-04 09:58:07
81670,PYPL,sell,717,2023-09-04 09:58:10
81350,AMZN,sell,241,2023-09-04 09:58:13
16686,AAPL,sell,523,2023-09-04 09:58:24
19170,GOOG,buy,43,2023-09-04 09:58:25
29370,NFLX,buy,545,2023-09-04 09:58:27
41828,NFLX,buy,502,2023-09-04 09:58:28
84416,TSLA,sell,904,2023-09-04 09:58:31
